Request ID,Department,Request Type,Priority,Status,Ward,Date Opened,Date Closed,Channel,Citizen Satisfaction,Resolution Days,Target Days,Resolved Within Target,Opened Month,Opened Year,Opened Quarter,Is Closed
SR-2025-00173,Transportation Services,Streetlight Repair,Medium,Closed,Ward 1,2025-08-25,2025-09-04,Email,5.0,10.0,10,Yes,2025-08,2025,3,Yes
SR-2025-00174,By-law Enforcement,Property Standards,Medium,Closed,Ward 3,2025-03-19,2025-03-21,Web,4.0,2.0,10,Yes,2025-03,2025,1,Yes
SR-2025-00175,By-law Enforcement,Property Standards,Low,Closed,Ward 2,2025-08-13,2025-08-24,Mobile App,4.0,11.0,14,Yes,2025-08,2025,3,Yes
SR-2025-00176,Waste Management,Illegal Dumping,Medium,Open,Ward 5,2025-12-14,,Web,,,10,Pending,2025-12,2025,4,No
SR-2025-00177,Transportation Services,Road Sign Damage,Low,Closed,Ward 5,2025-12-14,2025-12-23,Phone,3.0,9.0,14,Yes,2025-12,2025,4,Yes
SR-2025-00178,Waste Management,Missed Garbage Pickup,Medium,Closed,Ward 4,2025-06-29,2025-07-05,Phone,5.0,6.0,10,Yes,2025-06,2025,2,Yes
SR-2025-00179,By-law Enforcement,Noise Complaint,Medium,Closed,Ward 5,2025-06-18,2025-06-22,Web,5.0,4.0,10,Yes,2025-06,2025,2,Yes
SR-2025-00180,Transportation Services,Traffic Concern,Medium,Closed,Ward 3,2025-06-08,2025-06-12,Email,5.0,4.0,10,Yes,2025-06,2025,2,Yes
SR-2025-00181,Parks and Recreation,Park Equipment Damage,Critical,Closed,Ward 5,2025-06-01,2025-06-01,In Person,4.0,0.0,3,Yes,2025-06,2025,2,Yes
SR-2025-00182,Public Works,Sidewalk Damage,High,Closed,Ward 2,2025-11-02,2025-11-06,In Person,3.0,4.0,7,Yes,2025-11,2025,4,Yes
SR-2025-00183,Parks and Recreation,Trail Maintenance,Low,Closed,Ward 4,2025-05-02,2025-05-12,Phone,4.0,10.0,14,Yes,2025-05,2025,2,Yes
SR-2025-00184,By-law Enforcement,Property Standards,Medium,Open,Ward 2,2025-08-29,,Mobile App,,,10,Pending,2025-08,2025,3,No
SR-2025-00185,Transportation Services,Traffic Concern,Medium,Closed,Ward 2,2025-07-15,2025-07-25,Phone,4.0,10.0,10,Yes,2025-07,2025,3,Yes
SR-2025-00186,By-law Enforcement,Property Standards,High,Closed,Ward 1,2025-09-04,2025-09-11,In Person,4.0,7.0,7,Yes,2025-09,2025,3,Yes
SR-2025-00187,Public Works,Sidewalk Damage,Low,Closed,Ward 4,2025-08-19,2025-08-30,Web,3.0,11.0,14,Yes,2025-08,2025,3,Yes
SR-2025-00188,Parks and Recreation,Trail Maintenance,High,In Progress,Ward 1,2025-08-01,,Email,,,7,Pending,2025-08,2025,3,No
SR-2025-00189,By-law Enforcement,Parking Complaint,Low,In Progress,Ward 2,2025-07-11,,Web,,,14,Pending,2025-07,2025,3,No
SR-2025-00190,Waste Management,Missed Garbage Pickup,High,Closed,Ward 4,2025-03-16,2025-03-18,Phone,1.0,2.0,7,Yes,2025-03,2025,1,Yes
SR-2025-00191,Transportation Services,Traffic Concern,Medium,Closed,Ward 2,2025-02-10,2025-02-12,In Person,3.0,2.0,10,Yes,2025-02,2025,1,Yes
SR-2025-00192,Transportation Services,Traffic Concern,Low,Closed,Ward 4,2025-06-04,2025-06-08,In Person,2.0,4.0,14,Yes,2025-06,2025,2,Yes
SR-2025-00193,Water Services,Water Leak,Low,In Progress,Ward 5,2025-11-02,,Web,,,14,Pending,2025-11,2025,4,No
SR-2025-00194,Transportation Services,Traffic Signal Issue,High,Closed,Ward 5,2025-01-01,2025-01-06,Email,4.0,5.0,7,Yes,2025-01,2025,1,Yes
SR-2025-00195,Parks and Recreation,Tree Maintenance,Medium,Closed,Ward 5,2025-09-27,2025-10-07,In Person,4.0,10.0,10,Yes,2025-09,2025,3,Yes
SR-2025-00196,Public Works,Snow Removal,High,Closed,Ward 1,2025-07-18,2025-07-21,Mobile App,3.0,3.0,7,Yes,2025-07,2025,3,Yes
SR-2025-00197,Public Works,Sidewalk Damage,Low,Closed,Ward 3,2025-02-23,2025-03-10,Phone,4.0,15.0,14,No,2025-02,2025,1,Yes
SR-2025-00198,Public Works,Sidewalk Damage,Medium,Open,Ward 4,2025-03-31,,Email,,,10,Pending,2025-03,2025,1,No
SR-2025-00199,Transportation Services,Traffic Signal Issue,High,Closed,Ward 1,2025-08-23,2025-08-24,Phone,4.0,1.0,7,Yes,2025-08,2025,3,Yes
SR-2025-00200,Public Works,Sidewalk Damage,High,Closed,Ward 2,2025-10-06,2025-10-10,Mobile App,3.0,4.0,7,Yes,2025-10,2025,4,Yes
SR-2025-00201,Waste Management,Missed Garbage Pickup,High,Closed,Ward 4,2025-03-05,2025-03-12,Email,4.0,7.0,7,Yes,2025-03,2025,1,Yes
SR-2025-00202,Water Services,Sewer Backup,Critical,Closed,Ward 5,2025-09-12,2025-09-14,Mobile App,5.0,2.0,3,Yes,2025-09,2025,3,Yes
SR-2025-00203,Public Works,Snow Removal,Low,Closed,Ward 1,2025-04-03,2025-04-14,Web,4.0,11.0,14,Yes,2025-04,2025,2,Yes
SR-2025-00204,Waste Management,Illegal Dumping,Medium,Closed,Ward 3,2025-08-07,2025-08-11,Email,5.0,4.0,10,Yes,2025-08,2025,3,Yes
SR-2025-00205,Public Works,Sidewalk Damage,Medium,Closed,Ward 4,2025-11-24,2025-11-26,Mobile App,2.0,2.0,10,Yes,2025-11,2025,4,Yes
SR-2025-00206,By-law Enforcement,Property Standards,Critical,Closed,Ward 1,2025-11-08,2025-11-11,Phone,1.0,3.0,3,Yes,2025-11,2025,4,Yes
SR-2025-00207,Transportation Services,Road Sign Damage,Medium,In Progress,Ward 5,2025-01-17,,Phone,,,10,Pending,2025-01,2025,1,No
SR-2025-00208,Transportation Services,Traffic Concern,Critical,Closed,Ward 4,2025-02-09,2025-02-10,Mobile App,4.0,1.0,3,Yes,2025-02,2025,1,Yes
SR-2025-00209,Transportation Services,Road Sign Damage,Low,Closed,Ward 5,2025-04-06,2025-04-16,Web,4.0,10.0,14,Yes,2025-04,2025,2,Yes
SR-2025-00210,Waste Management,Illegal Dumping,High,Closed,Ward 4,2025-11-10,2025-11-13,Phone,5.0,3.0,7,Yes,2025-11,2025,4,Yes
SR-2025-00211,Public Works,Road Damage,High,Closed,Ward 3,2025-08-16,2025-08-17,Mobile App,5.0,1.0,7,Yes,2025-08,2025,3,Yes
SR-2025-00212,Transportation Services,Streetlight Repair,Medium,Closed,Ward 2,2025-06-03,2025-06-07,Mobile App,5.0,4.0,10,Yes,2025-06,2025,2,Yes
SR-2025-00213,By-law Enforcement,Property Standards,Low,Closed,Ward 1,2025-03-13,2025-03-19,Mobile App,5.0,6.0,14,Yes,2025-03,2025,1,Yes
SR-2025-00214,By-law Enforcement,Parking Complaint,Medium,In Progress,Ward 5,2025-03-08,,Web,,,10,Pending,2025-03,2025,1,No
SR-2025-00215,Public Works,Sidewalk Damage,Medium,Closed,Ward 4,2025-09-03,2025-09-13,In Person,4.0,10.0,10,Yes,2025-09,2025,3,Yes
SR-2025-00216,Public Works,Road Damage,Critical,Closed,Ward 3,2025-08-19,2025-08-22,Phone,5.0,3.0,3,Yes,2025-08,2025,3,Yes
SR-2025-00217,By-law Enforcement,Property Standards,High,Closed,Ward 1,2025-09-15,2025-09-22,In Person,2.0,7.0,7,Yes,2025-09,2025,3,Yes
SR-2025-00218,Parks and Recreation,Grass Cutting,Low,Closed,Ward 5,2025-12-30,2026-01-05,Mobile App,4.0,6.0,14,Yes,2025-12,2025,4,Yes
SR-2025-00219,Public Works,Sidewalk Damage,Low,In Progress,Ward 2,2025-05-21,,Mobile App,,,14,Pending,2025-05,2025,2,No
SR-2025-00220,By-law Enforcement,Noise Complaint,Medium,Closed,Ward 5,2025-10-25,2025-10-29,In Person,3.0,4.0,10,Yes,2025-10,2025,4,Yes
SR-2025-00221,Waste Management,Missed Garbage Pickup,High,Closed,Ward 3,2025-01-24,2025-01-30,Phone,5.0,6.0,7,Yes,2025-01,2025,1,Yes
SR-2025-00222,By-law Enforcement,Animal Complaint,Medium,Closed,Ward 3,2025-11-18,2025-11-28,Email,3.0,10.0,10,Yes,2025-11,2025,4,Yes
SR-2025-00223,Parks and Recreation,Trail Maintenance,Medium,Closed,Ward 4,2025-01-31,2025-02-04,Email,4.0,4.0,10,Yes,2025-01,2025,1,Yes
SR-2025-00224,Parks and Recreation,Grass Cutting,Medium,Closed,Ward 2,2025-06-13,2025-06-20,Mobile App,5.0,7.0,10,Yes,2025-06,2025,2,Yes
SR-2025-00225,By-law Enforcement,Noise Complaint,Medium,Closed,Ward 1,2025-05-17,2025-05-26,Web,3.0,9.0,10,Yes,2025-05,2025,2,Yes
SR-2025-00226,Waste Management,Green Bin Issue,High,Closed,Ward 5,2025-03-23,2025-03-30,Mobile App,4.0,7.0,7,Yes,2025-03,2025,1,Yes
SR-2025-00227,Parks and Recreation,Park Equipment Damage,Medium,Closed,Ward 1,2025-09-13,2025-09-19,Email,4.0,6.0,10,Yes,2025-09,2025,3,Yes
SR-2025-00228,By-law Enforcement,Animal Complaint,Critical,Closed,Ward 4,2025-06-30,2025-06-30,In Person,2.0,0.0,3,Yes,2025-06,2025,2,Yes
SR-2025-00229,Transportation Services,Traffic Concern,Medium,Closed,Ward 3,2025-02-25,2025-03-05,Mobile App,3.0,8.0,10,Yes,2025-02,2025,1,Yes
SR-2025-00230,Water Services,Sewer Backup,Low,Closed,Ward 3,2025-10-15,2025-10-21,Web,4.0,6.0,14,Yes,2025-10,2025,4,Yes
SR-2025-00231,Water Services,Water Quality Concern,High,Closed,Ward 2,2025-11-16,2025-11-22,Web,4.0,6.0,7,Yes,2025-11,2025,4,Yes
SR-2025-00232,Water Services,Sewer Backup,High,Closed,Ward 5,2025-07-07,2025-07-14,In Person,3.0,7.0,7,Yes,2025-07,2025,3,Yes
SR-2025-00233,Water Services,Water Leak,Low,Closed,Ward 4,2025-06-20,2025-07-05,Phone,4.0,15.0,14,No,2025-06,2025,2,Yes
SR-2025-00234,By-law Enforcement,Property Standards,Medium,Closed,Ward 3,2025-03-25,2025-04-02,In Person,5.0,8.0,10,Yes,2025-03,2025,1,Yes
SR-2025-00235,Waste Management,Green Bin Issue,High,Closed,Ward 1,2025-01-09,2025-01-12,Email,4.0,3.0,7,Yes,2025-01,2025,1,Yes
SR-2025-00236,By-law Enforcement,Parking Complaint,High,Closed,Ward 4,2025-12-19,2025-12-25,Mobile App,1.0,6.0,7,Yes,2025-12,2025,4,Yes
SR-2025-00237,Transportation Services,Traffic Signal Issue,High,Closed,Ward 5,2025-03-29,2025-04-03,Email,4.0,5.0,7,Yes,2025-03,2025,1,Yes
SR-2025-00238,Parks and Recreation,Park Equipment Damage,Low,In Progress,Ward 2,2025-02-26,,Web,,,14,Pending,2025-02,2025,1,No
SR-2025-00239,Water Services,Sewer Backup,Medium,Closed,Ward 5,2025-04-15,2025-04-23,Email,4.0,8.0,10,Yes,2025-04,2025,2,Yes
SR-2025-00240,Transportation Services,Streetlight Repair,High,Closed,Ward 4,2025-10-15,2025-10-18,In Person,5.0,3.0,7,Yes,2025-10,2025,4,Yes
SR-2025-00241,Water Services,Sewer Backup,Critical,Closed,Ward 3,2025-09-30,2025-10-02,In Person,4.0,2.0,3,Yes,2025-09,2025,3,Yes
SR-2025-00242,Water Services,Low Water Pressure,Critical,Closed,Ward 3,2025-06-02,2025-06-03,Mobile App,5.0,1.0,3,Yes,2025-06,2025,2,Yes
SR-2025-00243,Transportation Services,Traffic Signal Issue,Medium,Closed,Ward 3,2025-09-03,2025-09-10,Mobile App,4.0,7.0,10,Yes,2025-09,2025,3,Yes
SR-2025-00244,Public Works,Snow Removal,High,Closed,Ward 3,2025-06-26,2025-07-03,Web,5.0,7.0,7,Yes,2025-06,2025,2,Yes
SR-2025-00245,Waste Management,Missed Garbage Pickup,Medium,Closed,Ward 5,2025-05-12,2025-05-21,Mobile App,3.0,9.0,10,Yes,2025-05,2025,2,Yes
SR-2025-00246,By-law Enforcement,Parking Complaint,Low,Closed,Ward 5,2025-10-28,2025-11-03,Phone,3.0,6.0,14,Yes,2025-10,2025,4,Yes
SR-2025-00247,Transportation Services,Traffic Signal Issue,Low,Closed,Ward 2,2025-08-30,2025-09-03,Web,5.0,4.0,14,Yes,2025-08,2025,3,Yes
SR-2025-00248,By-law Enforcement,Property Standards,Medium,In Progress,Ward 4,2025-09-01,,Phone,,,10,Pending,2025-09,2025,3,No
SR-2025-00249,Waste Management,Illegal Dumping,Medium,Closed,Ward 1,2025-02-15,2025-02-20,Phone,4.0,5.0,10,Yes,2025-02,2025,1,Yes
SR-2025-00250,Water Services,Low Water Pressure,High,Closed,Ward 3,2025-07-23,2025-07-30,Web,4.0,7.0,7,Yes,2025-07,2025,3,Yes
SR-2025-00251,Public Works,Sidewalk Damage,Medium,Closed,Ward 5,2025-06-21,2025-06-27,In Person,4.0,6.0,10,Yes,2025-06,2025,2,Yes
SR-2025-00252,Water Services,Low Water Pressure,High,Closed,Ward 2,2025-04-09,2025-04-16,Email,3.0,7.0,7,Yes,2025-04,2025,2,Yes
SR-2025-00253,Transportation Services,Road Sign Damage,High,Closed,Ward 2,2025-06-22,2025-06-29,Phone,4.0,7.0,7,Yes,2025-06,2025,2,Yes
SR-2025-00254,By-law Enforcement,Animal Complaint,High,Closed,Ward 2,2025-02-14,2025-02-18,Phone,5.0,4.0,7,Yes,2025-02,2025,1,Yes
SR-2025-00255,Water Services,Sewer Backup,High,Closed,Ward 3,2025-07-16,2025-07-18,Mobile App,4.0,2.0,7,Yes,2025-07,2025,3,Yes
SR-2025-00256,Waste Management,Missed Garbage Pickup,Medium,Closed,Ward 4,2025-05-01,2025-05-03,Mobile App,5.0,2.0,10,Yes,2025-05,2025,2,Yes
SR-2025-00257,Parks and Recreation,Trail Maintenance,Medium,In Progress,Ward 3,2025-12-27,,Web,,,10,Pending,2025-12,2025,4,No
SR-2025-00258,Transportation Services,Road Sign Damage,Medium,Closed,Ward 5,2025-03-10,2025-03-19,Mobile App,3.0,9.0,10,Yes,2025-03,2025,1,Yes
SR-2025-00259,Water Services,Water Quality Concern,High,Open,Ward 2,2025-04-22,,In Person,,,7,Pending,2025-04,2025,2,No
SR-2025-00260,Public Works,Snow Removal,Medium,Closed,Ward 5,2025-10-16,2025-10-19,In Person,2.0,3.0,10,Yes,2025-10,2025,4,Yes
SR-2025-00261,Parks and Recreation,Park Equipment Damage,Low,Open,Ward 1,2025-08-15,,Phone,,,14,Pending,2025-08,2025,3,No
SR-2025-00262,Transportation Services,Traffic Concern,Low,Closed,Ward 4,2025-01-29,2025-02-08,Email,3.0,10.0,14,Yes,2025-01,2025,1,Yes
SR-2025-00263,By-law Enforcement,Noise Complaint,Medium,Closed,Ward 1,2025-06-07,2025-06-09,Phone,4.0,2.0,10,Yes,2025-06,2025,2,Yes
SR-2025-00264,By-law Enforcement,Noise Complaint,Low,Closed,Ward 1,2025-02-02,2025-02-13,Email,5.0,11.0,14,Yes,2025-02,2025,1,Yes
SR-2025-00265,Public Works,Sidewalk Damage,Medium,Open,Ward 4,2025-11-25,,Mobile App,,,10,Pending,2025-11,2025,4,No
SR-2025-00266,Water Services,Water Quality Concern,High,In Progress,Ward 1,2025-07-12,,In Person,,,7,Pending,2025-07,2025,3,No
SR-2025-00267,Parks and Recreation,Grass Cutting,Low,In Progress,Ward 5,2025-07-21,,Phone,,,14,Pending,2025-07,2025,3,No
SR-2025-00268,Transportation Services,Traffic Signal Issue,High,Open,Ward 4,2025-06-02,,In Person,,,7,Pending,2025-06,2025,2,No
SR-2025-00269,Water Services,Water Quality Concern,High,Closed,Ward 1,2025-06-27,2025-06-29,Web,3.0,2.0,7,Yes,2025-06,2025,2,Yes
SR-2025-00270,Transportation Services,Traffic Concern,Medium,In Progress,Ward 2,2025-01-09,,Phone,,,10,Pending,2025-01,2025,1,No
SR-2025-00271,Public Works,Pothole Repair,Medium,Closed,Ward 1,2025-12-11,2025-12-13,Email,3.0,2.0,10,Yes,2025-12,2025,4,Yes
SR-2025-00272,Water Services,Low Water Pressure,Medium,Open,Ward 2,2025-01-29,,In Person,,,10,Pending,2025-01,2025,1,No
SR-2025-00273,Waste Management,Recycling Issue,High,Closed,Ward 3,2025-06-13,2025-06-18,Phone,4.0,5.0,7,Yes,2025-06,2025,2,Yes
SR-2025-00274,Waste Management,Recycling Issue,Critical,Closed,Ward 5,2025-07-31,2025-08-02,In Person,3.0,2.0,3,Yes,2025-07,2025,3,Yes
SR-2025-00275,Transportation Services,Traffic Signal Issue,Medium,Closed,Ward 4,2025-09-11,2025-09-13,In Person,5.0,2.0,10,Yes,2025-09,2025,3,Yes
SR-2025-00276,Waste Management,Green Bin Issue,Medium,Closed,Ward 2,2025-04-05,2025-04-15,Mobile App,4.0,10.0,10,Yes,2025-04,2025,2,Yes
SR-2025-00277,Transportation Services,Traffic Signal Issue,High,In Progress,Ward 4,2025-10-15,,Email,,,7,Pending,2025-10,2025,4,No
SR-2025-00278,By-law Enforcement,Property Standards,Medium,Closed,Ward 3,2025-06-19,2025-06-22,Web,5.0,3.0,10,Yes,2025-06,2025,2,Yes
SR-2025-00279,By-law Enforcement,Property Standards,Low,Closed,Ward 1,2025-11-06,2025-11-18,Phone,1.0,12.0,14,Yes,2025-11,2025,4,Yes
SR-2025-00280,By-law Enforcement,Property Standards,Medium,In Progress,Ward 3,2025-06-20,,Web,,,10,Pending,2025-06,2025,2,No
SR-2025-00281,Parks and Recreation,Park Equipment Damage,Critical,Closed,Ward 2,2025-09-03,2025-09-04,Email,5.0,1.0,3,Yes,2025-09,2025,3,Yes
SR-2025-00282,Parks and Recreation,Grass Cutting,High,Closed,Ward 3,2025-10-01,2025-10-07,Mobile App,4.0,6.0,7,Yes,2025-10,2025,4,Yes
SR-2025-00283,By-law Enforcement,Animal Complaint,Medium,Open,Ward 3,2025-08-29,,Phone,,,10,Pending,2025-08,2025,3,No
SR-2025-00284,Waste Management,Illegal Dumping,Medium,Closed,Ward 5,2025-04-24,2025-04-28,In Person,1.0,4.0,10,Yes,2025-04,2025,2,Yes
SR-2025-00285,By-law Enforcement,Animal Complaint,Medium,Closed,Ward 2,2025-04-28,2025-05-06,Email,4.0,8.0,10,Yes,2025-04,2025,2,Yes
SR-2025-00286,By-law Enforcement,Parking Complaint,Medium,Open,Ward 4,2025-11-25,,Email,,,10,Pending,2025-11,2025,4,No
SR-2025-00287,Parks and Recreation,Grass Cutting,Low,Closed,Ward 5,2025-09-08,2025-09-13,Web,5.0,5.0,14,Yes,2025-09,2025,3,Yes
SR-2025-00288,By-law Enforcement,Noise Complaint,High,Closed,Ward 4,2025-12-09,2025-12-10,Phone,5.0,1.0,7,Yes,2025-12,2025,4,Yes
SR-2025-00289,Transportation Services,Traffic Signal Issue,Low,Closed,Ward 1,2025-04-22,2025-05-03,In Person,4.0,11.0,14,Yes,2025-04,2025,2,Yes
SR-2025-00290,Transportation Services,Traffic Concern,Medium,Closed,Ward 1,2025-09-30,2025-10-10,In Person,4.0,10.0,10,Yes,2025-09,2025,3,Yes
SR-2025-00291,Transportation Services,Road Sign Damage,Medium,Closed,Ward 2,2025-09-15,2025-09-23,Web,5.0,8.0,10,Yes,2025-09,2025,3,Yes
SR-2025-00292,Public Works,Road Damage,Low,Closed,Ward 4,2025-05-10,2025-05-18,Web,3.0,8.0,14,Yes,2025-05,2025,2,Yes
SR-2025-00293,Waste Management,Green Bin Issue,Medium,Closed,Ward 1,2025-12-23,2025-12-28,Web,4.0,5.0,10,Yes,2025-12,2025,4,Yes
SR-2025-00294,Public Works,Snow Removal,Medium,Closed,Ward 1,2025-01-29,2025-01-31,Email,5.0,2.0,10,Yes,2025-01,2025,1,Yes
SR-2025-00295,Water Services,Sewer Backup,Medium,Open,Ward 5,2025-02-18,,Web,,,10,Pending,2025-02,2025,1,No
SR-2025-00296,Parks and Recreation,Park Equipment Damage,High,Closed,Ward 1,2025-10-18,2025-10-22,Mobile App,3.0,4.0,7,Yes,2025-10,2025,4,Yes
SR-2025-00297,By-law Enforcement,Noise Complaint,Low,Open,Ward 2,2025-01-09,,In Person,,,14,Pending,2025-01,2025,1,No
SR-2025-00298,Parks and Recreation,Trail Maintenance,High,Closed,Ward 4,2025-10-16,2025-10-18,In Person,4.0,2.0,7,Yes,2025-10,2025,4,Yes
SR-2025-00299,Waste Management,Green Bin Issue,High,Closed,Ward 3,2025-12-19,2025-12-25,Web,2.0,6.0,7,Yes,2025-12,2025,4,Yes
SR-2025-00300,Public Works,Snow Removal,Low,Closed,Ward 5,2025-11-06,2025-11-21,Email,4.0,15.0,14,No,2025-11,2025,4,Yes
SR-2025-00301,Waste Management,Missed Garbage Pickup,Medium,Open,Ward 4,2025-08-19,,Phone,,,10,Pending,2025-08,2025,3,No
SR-2025-00302,Waste Management,Green Bin Issue,Medium,Closed,Ward 5,2025-12-05,2025-12-13,Mobile App,2.0,8.0,10,Yes,2025-12,2025,4,Yes
SR-2025-00303,Parks and Recreation,Tree Maintenance,Low,Closed,Ward 4,2025-12-31,2026-01-15,Mobile App,4.0,15.0,14,No,2025-12,2025,4,Yes
SR-2025-00304,Waste Management,Missed Garbage Pickup,Low,In Progress,Ward 3,2025-08-16,,Mobile App,,,14,Pending,2025-08,2025,3,No
SR-2025-00305,Public Works,Road Damage,Low,Closed,Ward 1,2025-10-13,2025-10-24,Web,4.0,11.0,14,Yes,2025-10,2025,4,Yes
SR-2025-00306,Public Works,Sidewalk Damage,Medium,Closed,Ward 4,2025-06-16,2025-06-24,Email,1.0,8.0,10,Yes,2025-06,2025,2,Yes
SR-2025-00307,Public Works,Road Damage,Medium,Closed,Ward 3,2025-07-14,2025-07-18,Mobile App,3.0,4.0,10,Yes,2025-07,2025,3,Yes
SR-2025-00308,Water Services,Low Water Pressure,Low,Closed,Ward 1,2025-08-04,2025-08-11,Mobile App,4.0,7.0,14,Yes,2025-08,2025,3,Yes
SR-2025-00309,Waste Management,Recycling Issue,High,Closed,Ward 2,2025-11-12,2025-11-14,Mobile App,4.0,2.0,7,Yes,2025-11,2025,4,Yes
SR-2025-00310,Public Works,Snow Removal,Medium,Closed,Ward 5,2025-06-18,2025-06-27,Phone,4.0,9.0,10,Yes,2025-06,2025,2,Yes
SR-2025-00311,Waste Management,Illegal Dumping,Medium,Closed,Ward 4,2025-09-03,2025-09-10,Mobile App,3.0,7.0,10,Yes,2025-09,2025,3,Yes
SR-2025-00312,Waste Management,Green Bin Issue,Critical,Open,Ward 4,2025-06-16,,Mobile App,,,3,Pending,2025-06,2025,2,No
SR-2025-00313,Water Services,Sewer Backup,Low,Closed,Ward 5,2025-10-31,2025-11-11,Web,3.0,11.0,14,Yes,2025-10,2025,4,Yes
SR-2025-00314,Transportation Services,Traffic Concern,Critical,Closed,Ward 4,2025-05-30,2025-05-30,Email,5.0,0.0,3,Yes,2025-05,2025,2,Yes
SR-2025-00315,Parks and Recreation,Grass Cutting,Low,Closed,Ward 4,2025-08-05,2025-08-20,In Person,4.0,15.0,14,No,2025-08,2025,3,Yes
SR-2025-00316,Water Services,Water Quality Concern,Medium,In Progress,Ward 4,2025-12-21,,In Person,,,10,Pending,2025-12,2025,4,No
SR-2025-00317,Public Works,Sidewalk Damage,High,Open,Ward 1,2025-11-01,,Web,,,7,Pending,2025-11,2025,4,No
SR-2025-00318,Parks and Recreation,Grass Cutting,Low,Closed,Ward 4,2025-10-16,2025-10-29,Mobile App,5.0,13.0,14,Yes,2025-10,2025,4,Yes
SR-2025-00319,Water Services,Water Leak,Low,Closed,Ward 5,2025-09-19,2025-10-03,In Person,4.0,14.0,14,Yes,2025-09,2025,3,Yes
SR-2025-00320,Parks and Recreation,Trail Maintenance,Medium,Closed,Ward 1,2025-12-14,2025-12-24,Email,3.0,10.0,10,Yes,2025-12,2025,4,Yes
SR-2025-00321,Public Works,Sidewalk Damage,Medium,In Progress,Ward 2,2025-03-01,,Mobile App,,,10,Pending,2025-03,2025,1,No
SR-2025-00322,Waste Management,Illegal Dumping,Medium,Closed,Ward 4,2025-09-05,2025-09-12,Email,4.0,7.0,10,Yes,2025-09,2025,3,Yes
SR-2025-00323,Waste Management,Missed Garbage Pickup,Medium,Open,Ward 1,2025-02-28,,Mobile App,,,10,Pending,2025-02,2025,1,No
SR-2025-00324,Transportation Services,Streetlight Repair,Medium,Closed,Ward 2,2025-05-05,2025-05-15,Mobile App,3.0,10.0,10,Yes,2025-05,2025,2,Yes
SR-2025-00325,By-law Enforcement,Animal Complaint,Critical,Closed,Ward 4,2025-07-27,2025-07-28,Email,3.0,1.0,3,Yes,2025-07,2025,3,Yes
SR-2025-00326,Public Works,Road Damage,Medium,Closed,Ward 1,2025-01-03,2025-01-08,In Person,3.0,5.0,10,Yes,2025-01,2025,1,Yes
SR-2025-00327,Public Works,Road Damage,Medium,Closed,Ward 4,2025-02-28,2025-03-06,In Person,5.0,6.0,10,Yes,2025-02,2025,1,Yes
SR-2025-00328,Transportation Services,Road Sign Damage,Medium,Closed,Ward 4,2025-10-28,2025-10-31,In Person,4.0,3.0,10,Yes,2025-10,2025,4,Yes
SR-2025-00329,Parks and Recreation,Grass Cutting,High,Closed,Ward 2,2025-12-11,2025-12-13,Mobile App,4.0,2.0,7,Yes,2025-12,2025,4,Yes
SR-2025-00330,Public Works,Road Damage,Medium,Closed,Ward 5,2025-07-18,2025-07-26,Email,4.0,8.0,10,Yes,2025-07,2025,3,Yes
SR-2025-00331,Water Services,Low Water Pressure,Medium,Closed,Ward 4,2025-11-27,2025-12-01,Mobile App,4.0,4.0,10,Yes,2025-11,2025,4,Yes
SR-2025-00332,Parks and Recreation,Park Equipment Damage,Medium,Closed,Ward 4,2025-01-28,2025-02-04,Phone,5.0,7.0,10,Yes,2025-01,2025,1,Yes
SR-2025-00333,Parks and Recreation,Trail Maintenance,Critical,Closed,Ward 4,2025-09-11,2025-09-14,Email,5.0,3.0,3,Yes,2025-09,2025,3,Yes
SR-2025-00334,Water Services,Low Water Pressure,Low,Closed,Ward 2,2025-04-23,2025-04-30,In Person,1.0,7.0,14,Yes,2025-04,2025,2,Yes
SR-2025-00335,Waste Management,Recycling Issue,High,Closed,Ward 5,2025-09-11,2025-09-16,Web,4.0,5.0,7,Yes,2025-09,2025,3,Yes
SR-2025-00336,Waste Management,Illegal Dumping,Medium,Open,Ward 5,2025-08-14,,Phone,,,10,Pending,2025-08,2025,3,No
SR-2025-00337,Water Services,Water Leak,High,Closed,Ward 1,2025-05-07,2025-05-10,Email,5.0,3.0,7,Yes,2025-05,2025,2,Yes
SR-2025-00338,Waste Management,Illegal Dumping,High,Closed,Ward 2,2025-03-02,2025-03-09,In Person,5.0,7.0,7,Yes,2025-03,2025,1,Yes
SR-2025-00339,Transportation Services,Road Sign Damage,High,Closed,Ward 2,2025-08-08,2025-08-10,Phone,4.0,2.0,7,Yes,2025-08,2025,3,Yes
SR-2025-00340,Public Works,Sidewalk Damage,Medium,Closed,Ward 3,2025-03-28,2025-04-04,Mobile App,5.0,7.0,10,Yes,2025-03,2025,1,Yes
SR-2025-00341,By-law Enforcement,Parking Complaint,Critical,Closed,Ward 4,2025-12-14,2025-12-14,Web,3.0,0.0,3,Yes,2025-12,2025,4,Yes
SR-2025-00342,Waste Management,Recycling Issue,High,Closed,Ward 2,2025-03-16,2025-03-22,Email,4.0,6.0,7,Yes,2025-03,2025,1,Yes
SR-2025-00343,Water Services,Low Water Pressure,Medium,Closed,Ward 1,2025-08-01,2025-08-09,Email,4.0,8.0,10,Yes,2025-08,2025,3,Yes
